parent,address,distance,pname,importance,biz_ext,biz_type,cityname,type,photos,typecode,shopinfo,poiweight,childtype,adname,name,location,tel,shopid,id
B02F38JL4D,油松路158-5,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5c9f1c93dc43d5e22be78725c39d8658'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e5da7d0b0433456d783e50a46d7e0de6'}]",090300,2,[],202,龙华区,深圳发康诊所,"114.047023,22.646164",18671650428,[],B0FFLHYYPU
B0FFF4H699,龙城街道黄阁坑社区大运路荣超新成大厦120号(商业推广名荣超金融大厦),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f16c3e7898bb5b2708c9f52ee43a8dcd'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/aa9c8b8360214e3aec14b768759d5c48'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2b50dd8c9285de2f4672916a27339e41'}]",090300,2,[],202,龙岗区,深圳明道中医(综合)诊所,"114.215235,22.705139",18923408803,[],B0J0YMKFZP
[],梅林路154-35号(梅景地铁站C口步行60米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ccec5768df3ef313e632a102797c81b2'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a94002f2f062356fb47fcb39c40e0b47'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/14655885e2dadde11c16fea8784a2b2a.jpg'}]",090300,2,[],[],福田区,正曲中医诊所,"114.037577,22.561934",0755-88609525,[],B0H6YZ89TC
[],共和工业路与宝安大道交叉口东北150米固戍红湾新村三区三巷号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/87778a10ad39a15f87ff2f3dfcc9819e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/cff87d7d5e410ea3e82c84f03f9219e7'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/5999278d8cf71ae47801bccae7cc5478.jpg'}]",090300,2,[],[],宝安区,深圳健福堂诊所,"113.852721,22.593254",15118114781,[],B0FFJ3JUTG
[],福祥街140号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/47c11e56f999f80e4c66b900d97c0cfc'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/263ccac57fa363ad84e0eccf6bf437a2'}]",090300,2,[],[],福田区,深圳郭静华诊所,"114.079277,22.535030",0755-83333367,[],B02F309VK7
[],鹤洲路与鹤洲八路交叉口北40米,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b8f400571705e4f40268484eb5dbc851'}]",090300,2,[],[],宝安区,深圳鹤州一诊所,"113.861522,22.627122",[],[],B0J3M5IOKI
[],西田路110-2号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e87709d97705ade9dc456edc05cf8cf4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/aed82bc74e1791cbe903d0d5c2751923'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6514670754a301e130ac95fb3ae59ed8'}]",090300,2,[],[],光明区,深圳陈兰红诊所,"113.906320,22.807321",[],[],B0I0U62Y6S
[],鹤洲路与鹤洲八路交叉口北40米,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b8f400571705e4f40268484eb5dbc851'}]",090300,2,[],[],宝安区,深圳鹤州一诊所,"113.861522,22.627122",[],[],B0J3M5IOKI
[],西田路110-2号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e87709d97705ade9dc456edc05cf8cf4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/aed82bc74e1791cbe903d0d5c2751923'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6514670754a301e130ac95fb3ae59ed8'}]",090300,2,[],[],光明区,深圳陈兰红诊所,"113.906320,22.807321",[],[],B0I0U62Y6S
[],燕罗街道燕川社区塘尾新村一巷8号红湖路84号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/44504b3cacbd6b5c164c2517cde0f153'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/757de2dd5f30b4da83e71af83ad704eb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6da74e6e9ed78638d4bffeea7aa69408'}]",090300,2,[],[],宝安区,深圳济邦诊所,"113.864198,22.805358",18688739260,[],B0K615OCOE
B0FFHK7HRV,中心路3019号君尚3019 F4层,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d8c75283da5ebfcb16749ad822d06bf9'}]",090300,2,[],202,南山区,深圳星和诊所,"113.940801,22.506532",[],[],B0JRPLTMIO
[],华霆路204-206,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/173469fa0259524cce43e6739ecdddef'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/a009a0954867c8f14fac2de9e284fbcf.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/8a30d7fe36f6d6a62fb07114ca389db0.jpg'}]",090300,2,[],[],龙华区,深圳一康诊所,"113.999269,22.684574",[],[],B0I3RAVC01
[],西丽街道新光路63-2号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0I33HT52S/headerImg/d04cd5572a000e9c43fc0ceba2fc9c35_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/871d08e0226c98c93a0d3a7b39e93161'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a00526527ebc4d2303deda6c06889944'}]",090300,2,[],[],南山区,深圳杏德诊所,"113.951886,22.575949",13823196632,[],B0I33HT52S
[],沙井辛居路2号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJGYOVB/headerImg/1d15b32a88ff0fbce911315f97b7992f_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5d650448709301ef7ab572aa5740154b'}]",090300,2,[],[],宝安区,深圳何琼诊所,"113.811601,22.737686",13590449075,[],B0FFJGYOVB
[],福海街道新田社区凤塘大道11-1号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d42eb4f6914d47750aad8197d2ee304b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4d5212ad53b6c779fb85444ebe728a20'}]",090300,2,[],[],宝安区,深圳庆扬诊所,"113.831409,22.693711",[],[],B0JRZL3MMI
[],沙井万丰村万安路232号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b6c17526e454741426a1a0a8b43b9e94'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/947db5e60f9a11f870764cc435b0893a'}]",090300,2,[],[],宝安区,深圳星源诊所,"113.824018,22.725077",[],[],B0IGYZAKLJ
[],间头新村南门旁(固戍地铁站F口步行270米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/32c295675d7b70d01f0cc66620644d25'}]",090300,2,[],[],宝安区,深圳仁医诊所,"113.844713,22.599937",[],[],B0IGG918O2
[],公明街道集美路38号105,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f99e717684586528245069d5253ffb8a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5c639ee89f17d3845d09e3713d646b08'}]",090300,2,[],[],光明区,深圳一通中医诊所,"113.891981,22.783987",15338702380,[],B0IK47SDZ7
[],裕安一路3016-84号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8d3af0f0fde2b926c54cb35bbb77d24b'}]",090300,2,[],[],宝安区,圣达诊所,"113.887877,22.559200",13113867542,[],B0JKL73ZD2
[],园山街道保安社区简背路54号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/26cc1a210d6c477a8d397c9f0fde7bb3'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0864b38bd43845b1891ecfc64f378e18'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2fcc37f8f3e1ba3c5da08015f8385ac9'}]",090300,2,[],[],龙岗区,简龙诊所,"114.245275,22.663301",13802205792,[],B0FFJYKKOP
[],尚景社区城园路1号(尚景地铁站A口步行330米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JDKD5U8C/headerImg/d5b83b6fa2ebf56467cbe893c171faa2_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7024a61606149a63a90720bcf1978143'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/35d0b17a1c86937b67b24ad260ab9aea.jpg'}]",090300,2,[],[],龙岗区,颐生福中医诊所,"114.243421,22.727095",0755-84526229,[],B0JDKD5U8C
[],龙岭路66号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8fe6090c6607c7061a8a3167049c43af'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c01910b393caeaa2af77b240e662229d'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/images/publish/e9388f87cd4e734718ef4c5f24638de9.jpg'}]",090300,2,[],[],龙岗区,深圳德心诊所,"114.114196,22.605057",15814632931,[],B0KR4HGXZS
[],上沙东村路与上沙东村二十一巷交叉口东南20米,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5e6ff80c90d6811725889d6f60dbd040'}]",090300,2,[],[],福田区,深圳智恒诊所,"114.032996,22.520166",[],[],B0KG5N46GE
[],沙头街道下沙社区下沙村五坊公司楼3栋102号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ca2d53d83d8e2501d80b2f0e5333ed5e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ffac96cd181f110594d5b46ace599ae9'}]",090300|090200,2,[],[],福田区,深圳福嘉诊所,"114.027626,22.525154",[],[],B0I6GSG0BZ
[],登高邨西北门旁(晒布地铁站B口步行80米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7f1ca1c8acabe98267b42042f7cc9987'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/d171d8f34d43a570987f6f74f446bfb7.jpg'}]",090202,2,[],[],罗湖区,深圳永正诊所,"114.123864,22.550623",0755-82233686,[],B0I2YUVLT1
[],东环二路57-向北140米,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/eb31d0355491d30110df26dcd5d61747'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3adc6a3695f42d2a5a839e959dfee6c6'}]",090300,2,[],[],龙华区,深圳吴迪诊所,"114.051525,22.642505",[],[],B0HUKM6EE8
[],金碧路42号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4c582ce74561fb08df4a19b85a45f61e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6b3ca7e24aad25dae24047eea8a095fc'}]",090300,2,[],[],坪山区,深圳锦云诊所,"114.333962,22.688761",0755-28466680,[],B0HU5RQSZ2
[],金碧路42号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4c582ce74561fb08df4a19b85a45f61e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6b3ca7e24aad25dae24047eea8a095fc'}]",090300,2,[],[],坪山区,深圳锦云诊所,"114.333962,22.688761",0755-28466680,[],B0HU5RQSZ2
[],航城街道黄田社区兰花路西五巷6A101,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/21a5dd0c7ed0a79af2adaa6b3dcfd6ff'}]",090300,2,[],[],宝安区,深圳君诚诊所,"113.845018,22.628048",[],[],B0FFLGJZB9
[],上合路31区水口花园(上川地铁站J口步行470米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/70f8f2bca583b9f63900c15737ac42b5'}]",090300,2,[],[],宝安区,深圳华瑞诊所,"113.900502,22.575563",[],[],B0FFK2TUPR
[],园湖路48号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/14be4a6e8629dae30adce916118d353b'}]",090300,2,[],[],龙岗区,深圳冠桥诊所,"114.238643,22.678731",[],[],B0FFJ7UQ7I
[],歩涌社区共和大道28号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/bad22fe41cb80153aa29d5341c4f079d'}]",090300,2,[],[],宝安区,深圳安德诊所,"113.807719,22.751854",[],[],B0FFJ0MRDY
[],龙华街道龙园社区和平西路青年城邦园1栋街铺136-137号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/e987a897461df05623b12e14ef79795f.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f48485343b3057c584915a749d5aa0e5'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/22b62aec73a0e7658ae4bde89f88dfdd'}]",090300,2,[],[],龙华区,妙正堂中医诊所(龙华地铁站店),"114.021629,22.651389",18123689609,[],B0H37UBQMT
[],长吉路55-1号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8480f8b2ad3e777ff8b2cfddbf356e3f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7e631fa0e7c8ef684918d9165a8c8dc3'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8fbcce8b689116d88f175a0cdb100d46'}]",090300,2,[],[],龙岗区,深圳张仙宝诊所,"114.116623,22.611094",[],[],B02F38KTR3
B02F38JO9M,和一一路和阁大厦,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/803e242a8fe9b6966ec0c85e4968f81f'}]",090300,2,[],202,宝安区,深圳夏云诊所,"113.789762,22.715086",18948729616,[],B0HK3DJUZF
[],德馨街北头村,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/474e93fc532f2636b591b43138cb5b8b'}]",090300,2,[],[],南山区,深圳红卫诊所,"113.916371,22.519773",[],[],B0HAJD59GN
[],岗厦东一街岗厦村(岗厦地铁站A口步行460米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ad32af3305415f35022aaad35b2c6bad'}]",090300,2,[],[],福田区,深圳华文诊所,"114.070515,22.537596",[],[],B0FFLNNPYU
[],民主村三间仔街17-1,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/18a17a261a070d37f3322dcd95feac43'}]",090300,2,[],[],宝安区,深圳成强诊所,"113.784612,22.728251",15768407584,[],B0FFL7QREP
[],梅华支路与梅丽路交叉口西南约40米,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/bbcbcb48890656119845b11f7b4b03ac'}]",090300,2,[],[],福田区,桂方诊所,"114.041547,22.562591",[],[],B0I6PSCP91
[],横岗镇六约大和路1号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/ed68117835e2b4887fcb92578269f926.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5caf7f85f70b783a588b1cc181a8b9da'}]",090300,2,[],[],龙岗区,深圳李双明西医内科诊所,"114.191612,22.632479",0755-28663668,[],B0FFFTPVPI
[],深圳龙澜中医诊所西南侧,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f35647294c9a22e60ef55e17bd1138c5'}]",090300,2,[],[],龙华区,深圳龙润诊所,"114.016781,22.727500",[],[],B0JAUYSI9R
[],桂花路106-3号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8081da370e0b2472546da4af590a7af8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4e1a905f53b77d03b10e02b0f8201258'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3add2131b3c4976c1849c731a4c4ab72'}]",090300,2,[],[],龙岗区,深圳厦村诊所,"114.164893,22.610109",18823344278,[],B0FFM7BWF5
[],四联路156号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c4cc1d393b8254a34340d9a45a060db8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/db35c4604944b79d0621c7c5b125019a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3ab2b35cd35900256c3a1b638afa6799'}]",090300|090200,2,[],[],龙岗区,张进升诊所,"114.200061,22.650184",13410266161,[],B0FFLIRLY4
[],赤石岗小区448号一楼,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/86d489c79ba017c38fa01814ca376eb7'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/33df17193649872ee9fd7197a44fadf1'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/5bf523ffb01f80b50b69515704215872.jpg'}]",090300,2,[],[],龙岗区,深圳刘贵锋诊所,"114.295629,22.726338",13662620928,[],B0FFFZRR3T
[],井湾村三巷12-1号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/56155986c566996f653ac1048e864a35.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38PEZO/headerImg/eec5f901c86fc4eccbc1ba9f639c5a42_2048_2048_80.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/4b30377cf46153f71098f1ebc0fc3eb2.jpg'}]",090200|090300,2,[],[],宝安区,深圳古从全诊所,"113.838828,22.592240",15915258335,[],B02F38PEZO
[],车公庙泰然四路118号泰康轩二楼,[],广东省,[],"{'cost': [], 'rating': '4.7'}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F38SYQV/headerImg/aa41242469f9d5a5f544124cedb239f5_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38SYQV/headerImg/2ba17bc738f1ff38df090250a50dfd5b_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1c0364602ed35740872357078476b6d0'}]",090300,2,[],[],福田区,深圳任医生中医(综合)诊所,"114.025638,22.533624",0755-85583978,[],B02F38SYQV
[],梅龙大道二区113栋,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/47d89397b562c3e2d29e9e9e46e500dc'}]",090300,2,[],[],龙华区,中医内科诊所,"114.035437,22.617612",[],[],B0FFGHR06N
[],坂田街道坂田社区长坑路东四巷1号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9719ce84a41e8c52d058d4204b3759af'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/6b9c8f8a189670e499fe62c88fa1aca8.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/066257967e8a196550b919e15625039a'}]",090300,2,[],[],龙岗区,深圳鑫惠康诊所,"114.063266,22.631568",15946931682;18128877150,[],B0J0VA09FK
B02F37UBO6,国际科技大厦2205(华强路地铁站C口步行60米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0f7208b0d19346e685b7ba7bd0812fdf'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c779c220382d34a2d261bf78cab79f5d'}]",090300,2,[],202,福田区,深圳鸣鹿中医诊所,"114.083451,22.539654",[],[],B0GKYRLO3W
[],新安街道文汇社区宝民一路鸿景园286-36号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4a845bc0cb4bbb08b5c214511fe6fd2d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/47af98fa77b153d19f2aa8fa4e60e9eb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/35d682507d03ff19422cf45b77307c57'}]",090300,2,[],[],宝安区,深圳振德堂诊所,"113.889708,22.574428",[],[],B0JDR5ILPN
[],航城街道三围社区三围北三巷15-2号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/39f36280ad9f9fe3c847dd83d71a9d7a'}]",090300,2,[],[],宝安区,深华中医(综合)诊所,"113.842320,22.614274",13714808408,[],B0GK0AAE2K
[],莲塘七巷73号(莲塘地铁站D口步行200米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a7910bb733651850916955b48778fd14'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/55624aec8cea12d5addef10f1526340d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/89bddcebac8f0b2460d1ac8bf4d13a0b'}]",090300,2,[],[],罗湖区,付国安诊所,"114.172764,22.563599",[],[],B0FFK8WX09
[],同心路85-1号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4553d9437154ef39c9034cc184a16d32'}]",090300,2,[],[],龙岗区,赵娜诊所,"114.318836,22.722388",[],[],B0FFK0N6AX
[],民乐一区61栋,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b4291d2dd003d3b8023e91ec9fba1e76'}]",090300,2,[],[],龙华区,深圳康众诊所,"114.053938,22.598986",[],[],B0J1OAGQBX
[],坂雪岗大道4001-5号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e8d30f596bc970dbb10d7dbbb448f113'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1175b0f4475e02a5e8f63d13bab6c337'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7347d5b4539ebd28eed9b9526ccc263b'}]",090300,2,[],[],龙岗区,深圳惠兰诊所,"114.065843,22.645251",[],[],B0I11Z87ME
[],西丽街道西丽社区新源工业厂区23栋新光路121-3,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/b3affda2b921c7d167491c1523c65a32.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/95064f627cc969d3f6546b8a1fe77fb6.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d97a311e3203e9e8bff879144da28820'}]",090300,2,[],[],南山区,深圳连康诊所,"113.952796,22.576991",[],[],B0I0ZSAUVS
[],民乐工业区内,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/images/publish/cf582127e8128acc07d2734592d211fe.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d03b51976b9d8914d4604a71cc765c5b'}]",090300,2,[],[],龙华区,深圳佳心诊所,"114.059984,22.601343",[],[],B0HD9513YU
[],裕和南路与新村路交叉口东南40米,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d21af90c84389ebf6fc078604f01ece0'}]",090300,2,[],[],龙岗区,深圳众胜诊所,"114.133352,22.693823",[],[],B0GRD5IIAY
